Description,Amount,Transaction Type,Account Name,Category
Grocery Store,197.03,credit,Platinum Card,Food & Drink
American Tavern,197.31,debit,Silver Card,Utilities & Services
Internet Service Provider,75.97,debit,Platinum Card,Credit Card Payment
Internet Service Provider,141.38,credit,Platinum Card,Food & Drink
American Tavern,145.58,debit,Silver Card,Transportation
American Tavern,11.62,debit,Platinum Card,Shopping
Wendy's,78.81,credit,Platinum Card,Utilities & Services
Biweekly Paycheck,106.13,debit,Platinum Card,Transportation
Starbucks,3.0,debit,Platinum Card,Food & Drink
Amazon,12.84,debit,Platinum Card,Transportation
Gas Company,47.31,credit,Platinum Card,Food & Drink
American Tavern,52.29,debit,Silver Card,Food & Drink
Grocery Store,86.54,credit,Silver Card,Food & Drink
Vietnamese Restaurant,161.04,credit,Checking,Paycheck
Amazon,136.85,debit,Silver Card,Transportation
City Water Charges,1.63,debit,Silver Card,Food & Drink
Starbucks,42.66,debit,Platinum Card,Shopping
Internet Service Provider,63.36,credit,Checking,Food & Drink
Grocery Store,9.39,debit,Platinum Card,Credit Card Payment
Brewing Company,127.39,debit,Platinum Card,Entertainment
Biweekly Paycheck,125.22,credit,Platinum Card,Food & Drink
Grocery Store,147.24,debit,Platinum Card,Credit Card Payment
Credit Card Payment,187.16,credit,Checking,Food & Drink
Mediterranean Restaurant,73.96,debit,Platinum Card,Food & Drink
Biweekly Paycheck,90.62,debit,Checking,Food & Drink
Grocery Store,65.23,credit,Platinum Card,Food & Drink
Latin Restaurant,148.97,credit,Platinum Card,Credit Card Payment
Brewing Company,186.09,credit,Platinum Card,Food & Drink
Grocery Store,21.32,debit,Platinum Card,Food & Drink
Amazon,151.65,credit,Silver Card,Shopping
Internet Service Provider,145.33,debit,Checking,Credit Card Payment
Phone Company,89.52,debit,Checking,Utilities & Services
Hardware Store,55.86,credit,Platinum Card,Haircut
Brunch Restaurant,197.81,credit,Platinum Card,Credit Card Payment
Internet Service Provider,137.46,credit,Checking,Food & Drink
Starbucks,193.15,debit,Platinum Card,Food & Drink
Mortgage Payment,131.81,debit,Silver Card,Food & Drink
BP,112.18,debit,Platinum Card,Food & Drink
New York Deli,74.25,credit,Checking,Utilities & Services
Netflix,72.06,debit,Checking,Utilities & Services
Movie Theater,49.51,debit,Checking,Utilities & Services
Biweekly Paycheck,160.8,credit,Checking,Credit Card Payment
Internet Service Provider,143.33,credit,Checking,Housing
Mortgage Payment,121.8,debit,Checking,Food & Drink
Starbucks,183.59,credit,Silver Card,Credit Card Payment
Phone Company,190.7,debit,Platinum Card,Transportation
Spotify,10.81,debit,Checking,Transportation
Credit Card Payment,175.32,credit,Platinum Card,Credit Card Payment
Movie Theater,71.92,credit,Checking,Credit Card Payment
Credit Card Payment,102.3,credit,Silver Card,Food & Drink
Credit Card Payment,185.72,credit,Platinum Card,Credit Card Payment
Credit Card Payment,193.88,credit,Platinum Card,Food & Drink
Brunch Restaurant,54.85,debit,Silver Card,Shopping
Gas Company,122.18,credit,Platinum Card,Food & Drink
Credit Card Payment,190.97,credit,Checking,Food & Drink
Barbershop,117.06,credit,Checking,Credit Card Payment
Internet Service Provider,142.03,credit,Silver Card,Food & Drink
Credit Card Payment,133.48,debit,Silver Card,Entertainment
Biweekly Paycheck,160.24,debit,Platinum Card,Food & Drink
Gas Company,98.4,debit,Platinum Card,Food & Drink
Credit Card Payment,415.47,debit,Checking,Credit Card Payment
Amazon,86.45,debit,Checking,Credit Card Payment
Netflix,41.29,credit,Checking,Entertainment
Internet Service Provider,25.61,debit,Silver Card,Food & Drink
Credit Card Payment,600.51,credit,Platinum Card,Credit Card Payment
Power Company,170.73,credit,Checking,Food & Drink
Gas Company,28.19,credit,Silver Card,Credit Card Payment
Amazon,179.13,credit,Silver Card,Food & Drink
QuikTrip,81.5,debit,Platinum Card,Food & Drink
Credit Card Payment,491.45,credit,Platinum Card,Credit Card Payment
QuikTrip,37.86,debit,Silver Card,Food & Drink
City Water Charges,80.74,credit,Silver Card,Credit Card Payment
Credit Card Payment,36.22,credit,Platinum Card,Food & Drink
Japanese Restaurant,95.49,debit,Platinum Card,Shopping
Netflix,79.92,debit,Checking,Paycheck
Netflix,130.24,debit,Silver Card,Entertainment
Hardware Store,15.12,debit,Checking,Food & Drink
German Restaurant,63.25,credit,Silver Card,Transportation
Credit Card Payment,58.12,credit,Checking,Shopping
Amazon,158.7,credit,Checking,Food & Drink
Mexican Restaurant,184.9,debit,Silver Card,Food & Drink
Mediterranean Restaurant,189.95,credit,Platinum Card,Transportation
Internet Service Provider,18.04,credit,Silver Card,Food & Drink
Shell,162.06,debit,Silver Card,Credit Card Payment
Spotify,35.68,credit,Platinum Card,Food & Drink
Wendy's,139.04,credit,Silver Card,Food & Drink
Biweekly Paycheck,136.06,debit,Platinum Card,Credit Card Payment
Credit Card Payment,169.22,debit,Platinum Card,Food & Drink
State Farm,75.0,debit,Checking,Transportation
Gas Company,178.51,credit,Platinum Card,Paycheck
Power Company,60.0,debit,Checking,Utilities & Services
Hardware Store,7.98,credit,Silver Card,Food & Drink
Grocery Store,96.89,credit,Checking,Paycheck
German Restaurant,190.03,debit,Platinum Card,Credit Card Payment
Grocery Store,55.95,credit,Platinum Card,Shopping
Credit Card Payment,1.44,credit,Silver Card,Paycheck
Chick-Fil-A,32.26,credit,Checking,Transportation
American Tavern,49.21,credit,Platinum Card,Food & Drink
Internet Service Provider,107.18,credit,Silver Card,Shopping
Grocery Store,106.71,debit,Silver Card,Food & Drink
American Tavern,155.63,credit,Checking,Utilities & Services
Mortgage Payment,1247.44,debit,Checking,Housing
City Water Charges,158.0,debit,Platinum Card,Shopping
American Tavern,18.41,debit,Checking,Entertainment
Amazon,94.79,credit,Platinum Card,Transportation
Credit Card Payment,74.47,debit,Platinum Card,Housing
Mediterranean Restaurant,37.11,debit,Platinum Card,Transportation
BP,199.34,debit,Checking,Food & Drink
Grocery Store,127.43,debit,Platinum Card,Shopping
Credit Card Payment,120.09,debit,Silver Card,Utilities & Services
Starbucks,166.01,credit,Platinum Card,Credit Card Payment
Gas Company,25.97,debit,Checking,Housing
Greek Restaurant,26.46,debit,Checking,Food & Drink
Amazon,171.58,debit,Platinum Card,Housing
State Farm,16.08,credit,Platinum Card,Food & Drink
Grocery Store,147.94,credit,Checking,Food & Drink
Grocery Store,199.0,debit,Checking,Paycheck
Credit Card Payment,110.36,debit,Checking,Food & Drink
Spotify,15.62,credit,Silver Card,Food & Drink
Gas Company,65.0,debit,Checking,Utilities & Services
Mortgage Payment,79.4,credit,Silver Card,Housing
City Water Charges,189.19,debit,Checking,Credit Card Payment
Grocery Store,86.9,debit,Platinum Card,Housing
Credit Card Payment,11.83,credit,Silver Card,Food & Drink
Credit Card Payment,59.73,credit,Checking,Paycheck
Vietnamese Restaurant,186.72,debit,Silver Card,Shopping
Credit Card Payment,96.11,debit,Platinum Card,Utilities & Services
Sushi Restaurant,48.64,debit,Silver Card,Food & Drink
Mortgage Payment,135.26,credit,Platinum Card,Transportation
Biweekly Paycheck,196.94,credit,Checking,Shopping
Phone Company,6.15,credit,Checking,Credit Card Payment
Grocery Store,44.25,debit,Silver Card,Food & Drink
Grocery Store,131.04,debit,Platinum Card,Paycheck
Amazon,13.09,debit,Platinum Card,Shopping
Greek Restaurant,142.37,credit,Checking,Credit Card Payment
Credit Card Payment,47.37,credit,Platinum Card,Utilities & Services
Shell,126.08,credit,Checking,Food & Drink
Hardware Store,117.94,debit,Platinum Card,Utilities & Services
Grocery Store,38.3,credit,Checking,Food & Drink
Phone Company,67.32,debit,Platinum Card,Credit Card Payment
Spotify,10.69,debit,Platinum Card,Entertainment
American Tavern,141.81,debit,Checking,Shopping
Mediterranean Restaurant,92.93,debit,Silver Card,Housing
American Tavern,71.81,credit,Silver Card,Transportation
State Farm,112.21,debit,Silver Card,Food & Drink
Shell,105.25,debit,Checking,Haircut
Credit Card Payment,171.05,debit,Platinum Card,Food & Drink
QuikTrip,124.41,credit,Silver Card,Credit Card Payment
QuikTrip,56.2,debit,Platinum Card,Housing
Spotify,184.56,debit,Platinum Card,Utilities & Services
Barbershop,114.9,debit,Checking,Food & Drink
Irish Pub,126.9,credit,Checking,Utilities & Services
Gas Company,7.93,credit,Platinum Card,Entertainment
Spotify,106.04,credit,Checking,Utilities & Services
Credit Card Payment,128.12,credit,Silver Card,Credit Card Payment
Amazon,169.35,debit,Silver Card,Housing
Phone Company,24.5,credit,Silver Card,Utilities & Services
Starbucks,1.15,credit,Platinum Card,Utilities & Services
Grocery Store,43.74,debit,Silver Card,Food & Drink
Credit Card Payment,38.94,credit,Platinum Card,Paycheck
Biweekly Paycheck,2.58,credit,Silver Card,Transportation
Credit Card Payment,113.12,credit,Platinum Card,Transportation
Credit Card Payment,196.67,debit,Checking,Shopping
Grocery Store,30.75,debit,Checking,Utilities & Services
Grocery Store,114.81,credit,Platinum Card,Paycheck
Grocery Store,113.73,debit,Checking,Credit Card Payment
American Tavern,115.04,debit,Checking,Food & Drink
QuikTrip,186.58,debit,Silver Card,Shopping
Greek Restaurant,192.31,credit,Silver Card,Food & Drink
American Tavern,121.27,credit,Platinum Card,Paycheck
Phone Company,25.78,credit,Checking,Food & Drink
German Restaurant,71.03,credit,Platinum Card,Food & Drink
QuikTrip,15.28,credit,Silver Card,Entertainment
Starbucks,132.02,debit,Platinum Card,Housing
Spotify,174.25,credit,Platinum Card,Transportation
Netflix,11.76,debit,Platinum Card,Entertainment
Grocery Store,109.31,credit,Silver Card,Food & Drink
Phone Company,89.4,debit,Checking,Utilities & Services
Credit Card Payment,39.0,credit,Silver Card,Food & Drink
Mexican Restaurant,48.74,debit,Platinum Card,Transportation
Grocery Store,101.85,debit,Platinum Card,Transportation
Roadside Diner,102.89,credit,Silver Card,Food & Drink
Netflix,14.31,debit,Checking,Utilities & Services
Barbershop,91.29,debit,Checking,Housing
Grocery Store,164.53,credit,Silver Card,Utilities & Services
American Tavern,49.49,debit,Silver Card,Food & Drink
Credit Card Payment,16.02,debit,Platinum Card,Credit Card Payment
Biweekly Paycheck,93.14,credit,Platinum Card,Transportation
Grocery Store,75.28,credit,Platinum Card,Credit Card Payment
Netflix,127.61,credit,Platinum Card,Utilities & Services
Credit Card Payment,5.12,debit,Platinum Card,Utilities & Services
Credit Card Payment,491.86,debit,Checking,Credit Card Payment
Brewing Company,178.43,debit,Platinum Card,Food & Drink
Brewing Company,136.93,credit,Checking,Food & Drink
Credit Card Payment,193.89,debit,Checking,Entertainment
Starbucks,3.75,debit,Platinum Card,Food & Drink
Credit Card Payment,31.77,debit,Platinum Card,Credit Card Payment
Grocery Store,191.46,credit,Platinum Card,Utilities & Services
Credit Card Payment,220.08,debit,Checking,Credit Card Payment
Amazon,120.05,debit,Platinum Card,Entertainment
Grocery Store,113.27,credit,Platinum Card,Utilities & Services
Mortgage Payment,148.6,debit,Platinum Card,Food & Drink
Credit Card Payment,65.33,credit,Platinum Card,Housing
Grocery Store,185.28,debit,Checking,Credit Card Payment
State Farm,83.85,credit,Silver Card,Shopping
Hardware Store,2.84,credit,Platinum Card,Food & Drink
Internet Service Provider,74.99,debit,Checking,Utilities & Services
Best Buy,36.68,debit,Silver Card,Credit Card Payment
Biweekly Paycheck,45.27,debit,Platinum Card,Entertainment
Credit Card Payment,63.65,credit,Platinum Card,Haircut
Phone Company,97.13,debit,Checking,Credit Card Payment
Shell,155.0,debit,Checking,Utilities & Services
BP,180.32,credit,Checking,Paycheck
Amazon,8.41,credit,Silver Card,Shopping
QuikTrip,34.42,debit,Checking,Housing
Hardware Store,2.18,debit,Platinum Card,Food & Drink
Grocery Store,120.22,credit,Checking,Food & Drink
Mortgage Payment,132.25,debit,Silver Card,Housing
American Tavern,68.63,debit,Checking,Paycheck
Credit Card Payment,51.61,credit,Platinum Card,Haircut
Netflix,181.84,debit,Checking,Food & Drink
Grocery Store,48.36,debit,Platinum Card,Utilities & Services
Internet Service Provider,77.71,debit,Checking,Credit Card Payment
Best Buy,191.94,debit,Checking,Shopping
Credit Card Payment,82.46,credit,Silver Card,Food & Drink
State Farm,121.7,debit,Checking,Food & Drink
Barbershop,30.0,debit,Platinum Card,Haircut
Mexican Restaurant,6.27,credit,Checking,Utilities & Services
Brunch Restaurant,133.27,debit,Platinum Card,Transportation
Internet Service Provider,59.45,credit,Silver Card,Food & Drink
Roadside Diner,195.56,credit,Checking,Credit Card Payment
Starbucks,113.44,debit,Platinum Card,Food & Drink
American Tavern,159.99,debit,Silver Card,Food & Drink
Internet Service Provider,45.92,credit,Platinum Card,Credit Card Payment
Grocery Store,199.88,debit,Platinum Card,Food & Drink
Gas Company,158.78,credit,Checking,Credit Card Payment
Biweekly Paycheck,2000.0,credit,Checking,Paycheck
Biweekly Paycheck,67.36,credit,Platinum Card,Food & Drink
Credit Card Payment,101.83,debit,Platinum Card,Entertainment
Biweekly Paycheck,112.57,debit,Silver Card,Entertainment
Hardware Store,172.64,debit,Platinum Card,Utilities & Services
Amazon,74.55,debit,Silver Card,Food & Drink
Credit Card Payment,98.37,credit,Silver Card,Credit Card Payment
State Farm,92.21,debit,Platinum Card,Food & Drink
Gas Company,51.18,credit,Platinum Card,Shopping
Phone Company,74.51,debit,Platinum Card,Paycheck
Gas Company,43.51,debit,Checking,Food & Drink
Grocery Store,46.01,debit,Platinum Card,Food & Drink
American Tavern,138.26,debit,Platinum Card,Transportation
Biweekly Paycheck,127.25,debit,Checking,Paycheck
Credit Card Payment,65.88,credit,Platinum Card,Credit Card Payment
Biweekly Paycheck,187.03,credit,Platinum Card,Credit Card Payment
Grocery Store,37.68,credit,Platinum Card,Food & Drink
Credit Card Payment,195.07,credit,Silver Card,Food & Drink
Grocery Store,133.01,credit,Platinum Card,Food & Drink
Credit Card Payment,158.86,debit,Platinum Card,Food & Drink
Biweekly Paycheck,147.44,debit,Platinum Card,Utilities & Services
Amazon,48.67,credit,Platinum Card,Credit Card Payment
Grocery Store,58.06,credit,Platinum Card,Credit Card Payment
Hardware Store,91.19,debit,Checking,Entertainment
Hardware Store,6.67,debit,Platinum Card,Transportation
Food Truck,152.93,credit,Platinum Card,Credit Card Payment
Internet Service Provider,107.6,credit,Platinum Card,Credit Card Payment
Grocery Store,110.57,credit,Checking,Food & Drink
Grocery Store,115.49,debit,Checking,Housing
Brewing Company,196.1,debit,Platinum Card,Food & Drink
Grocery Store,78.48,credit,Platinum Card,Utilities & Services
Credit Card Payment,69.73,credit,Silver Card,Food & Drink
Biweekly Paycheck,54.14,debit,Platinum Card,Credit Card Payment
Grocery Store,193.98,debit,Platinum Card,Utilities & Services
QuikTrip,132.89,credit,Checking,Paycheck
Power Company,183.42,credit,Checking,Transportation
Grocery Store,118.67,credit,Platinum Card,Paycheck
Brewing Company,2.93,debit,Platinum Card,Food & Drink
Shell,35.61,credit,Checking,Transportation
Barbershop,159.97,debit,Platinum Card,Paycheck
Credit Card Payment,148.59,credit,Silver Card,Paycheck
Starbucks,3.75,debit,Platinum Card,Food & Drink
American Tavern,98.64,credit,Platinum Card,Credit Card Payment
Credit Card Payment,81.49,credit,Platinum Card,Food & Drink
Amazon,4.57,credit,Platinum Card,Credit Card Payment
American Tavern,78.6,credit,Silver Card,Food & Drink
Credit Card Payment,197.76,credit,Silver Card,Food & Drink
Grocery Store,41.34,debit,Platinum Card,Food & Drink
Amazon,117.65,debit,Silver Card,Paycheck
Fancy Restaurant,94.86,credit,Silver Card,Shopping
Mortgage Payment,186.59,credit,Checking,Entertainment
American Tavern,191.75,credit,Platinum Card,Housing
Internet Service Provider,49.28,credit,Checking,Paycheck
Biweekly Paycheck,9.1,debit,Checking,Food & Drink
Mortgage Payment,51.95,debit,Checking,Shopping
Grocery Store,85.87,credit,Checking,Entertainment
Phone Company,154.38,debit,Silver Card,Food & Drink
Credit Card Payment,97.47,debit,Platinum Card,Entertainment
Grocery Store,79.68,credit,Checking,Shopping
Biweekly Paycheck,7.57,credit,Silver Card,Transportation
Pizza Place,60.86,debit,Checking,Utilities & Services
Hardware Store,102.85,debit,Platinum Card,Utilities & Services
Biweekly Paycheck,75.8,credit,Platinum Card,Food & Drink
Gas Company,107.59,credit,Checking,Food & Drink
Biweekly Paycheck,149.82,debit,Platinum Card,Food & Drink
Internet Service Provider,194.47,debit,Platinum Card,Housing
Netflix,13.9,debit,Platinum Card,Entertainment
Starbucks,176.86,credit,Platinum Card,Food & Drink
Power Company,60.0,debit,Checking,Utilities & Services
Phone Company,120.8,credit,Platinum Card,Transportation
Grocery Store,70.3,credit,Platinum Card,Food & Drink
Internet Service Provider,193.39,credit,Checking,Food & Drink
Phone Company,24.08,credit,Platinum Card,Haircut
Brewing Company,179.73,debit,Silver Card,Credit Card Payment
Starbucks,177.3,credit,Silver Card,Credit Card Payment
Mediterranean Restaurant,46.79,debit,Checking,Transportation
Spotify,82.02,debit,Silver Card,Credit Card Payment
